# Genome version: Mus musculus (mm10)
#Peak_mid_point	subclass(label1#label2)
chr7:134876075	active;shared
chr7:134880435	active;shared
chr7:135170430	active;shared
chr7:136220327	active;shared
chr7:136872354	active;shared
chr7:137462298	active;shared
chr7:139140143	active;shared
chr7:139967068	active;shared
chr7:143595150	active;shared
chr7:144238559	active;shared
chr7:144260787	active;shared
chr7:144628215	active;shared
chr7:144654106	active;shared
chr7:144797440	active;shared
chr7:15864362	active;shared
chr7:15881590	active;shared
chr7:16558125	active;shared
chr7:16609558	active;shared
chr7:16623867	active;shared
chr7:16707899	active;shared
chr7:18873378	active;shared
chr7:18937470	active;shared
chr7:19876443	active;shared
chr7:28958752	active;shared
chr7:29411738	active;shared
chr7:29489650	active;shared
chr7:30095840	active;shared
chr7:30328117	active;shared
chr7:30721464	active;shared
chr7:34546092	active;shared
chr7:35689607	active;shared
chr7:37890508	active;shared
chr7:38202747	active;shared
chr7:40873615	active;shared
chr7:43310913	active;shared
chr7:44824321	active;shared
chr7:49341262	active;shared
chr7:49397168	active;shared
chr7:49504439	active;shared
chr7:49718380	active;shared
chr7:49742303	active;shared
chr7:49889657	active;shared
chr7:49907828	active;shared
chr7:49923486	active;shared
chr7:6287473	active;shared
chr7:66028944	active;shared
chr7:66044905	active;shared
chr7:66630525	active;shared
chr7:6784437	active;shared
chr7:68262325	active;shared
chr7:70591850	active;shared
chr7:73139260	active;shared
chr7:73594759	active;shared
chr7:74687924	active;shared
chr7:74688128	active;shared
chr7:78598447	active;shared
chr7:78654042	active;shared
chr7:78887691	active;shared
chr7:78898463	active;shared
chr7:79557863	active;shared
chr7:79577672	active;shared
chr7:79578769	active;shared
chr7:79590516	active;shared
chr7:81301435	active;shared
chr7:82056743	active;shared
chr7:82896974	active;shared
chr7:84139435	active;shared
chr7:84401683	active;shared
chr7:84425183	active;shared
chr7:89416158	active;shared
chr7:91443008	active;shared
chr7:95688431	active;shared
chr7:96459227	active;shared
chr7:96761225	active;shared
chr7:96865488	active;shared
chr8:106672193	active;shared
chr8:107226429	active;shared
chr8:107242836	active;shared
chr8:107519968	active;shared
chr8:107876672	active;shared
chr8:10833487	active;shared
chr8:108361578	active;shared
chr8:108759891	active;shared
chr8:108803171	active;shared
chr8:108846493	active;shared
chr8:110482595	active;shared
chr8:111717642	active;shared
chr8:112404404	active;shared
chr8:11283230	active;shared
chr8:113413003	active;shared
chr8:114351708	active;shared
chr8:114604447	active;shared
chr8:118004612	active;shared
chr8:118745336	active;shared
chr8:118845865	active;shared
chr8:119644608	active;shared
chr8:120152001	active;shared
chr8:120328345	active;shared
chr8:120404974	active;shared
chr8:120487963	active;shared
chr8:120521268	active;shared
chr8:120550189	active;shared
chr8:120704597	active;shared
chr8:12081386	active;shared
chr8:121579841	active;shared
chr8:121736821	active;shared
chr8:121932466	active;shared
chr8:122004410	active;shared
chr8:12261801	active;shared
chr8:122804386	active;shared
chr8:12313474	active;shared
chr8:12327999	active;shared
chr8:124141113	active;shared
chr8:124487784	active;shared
chr8:124501399	active;shared
chr8:125330906	active;shared
chr8:125434719	active;shared
chr8:12548237	active;shared
chr8:125509904	active;shared
chr8:125531028	active;shared
chr8:126006373	active;shared
chr8:126345306	active;shared
chr8:127108022	active;shared
chr8:12786117	active;shared
chr8:128359948	active;shared
chr8:128529300	active;shared
chr8:13692549	active;shared
chr8:18745134	active;shared
chr8:22886182	active;shared
chr8:23193264	active;shared
chr8:23717068	active;shared
chr8:23754136	active;shared
chr8:24335962	active;shared
chr8:24497021	active;shared
chr8:25393185	active;shared
chr8:26265096	active;shared
chr8:26677770	active;shared
chr8:27067555	active;shared
chr8:27099174	active;shared
chr8:30648609	active;shared
chr8:30648743	active;shared
chr8:31002479	active;shared
chr8:31372599	active;shared
chr8:31800032	active;shared
chr8:33899446	active;shared
chr8:33960352	active;shared
chr8:3400734	active;shared
chr8:34573217	active;shared
chr8:34804728	active;shared
chr8:35452888	active;shared
chr8:35773717	active;shared
chr8:36123313	active;shared
chr8:36607121	active;shared
chr8:36631067	active;shared
chr8:36631885	active;shared
chr8:41006219	active;shared
chr8:41016895	active;shared
chr8:41787285	active;shared
chr8:42775853	active;shared
chr8:44576605	active;shared
chr8:44994853	active;shared
chr8:46011482	active;shared
chr8:46214197	active;shared
chr8:46294656	active;shared
chr8:48220902	active;shared
chr8:48387789	active;shared
chr8:48554106	active;shared
chr8:48554567	active;shared
chr8:60759116	active;shared
chr8:61515415	active;shared
chr8:61516271	active;shared
chr8:61686477	active;shared
chr8:62251016	active;shared
chr8:64319383	active;shared
chr8:64629547	active;shared
chr8:64825481	active;shared
chr8:66473518	active;shared
chr8:67015152	active;shared
chr8:68058704	active;shared
chr8:69016960	active;shared
chr8:74997457	active;shared
chr8:78117336	active;shared
chr8:78129229	active;shared
chr8:78161719	active;shared
chr8:78625303	active;shared
chr8:80872492	active;shared
chr8:81341475	active;shared
chr8:82105046	active;shared
chr8:83165288	active;shared
chr8:83818663	active;shared
chr8:84655470	active;shared
chr8:84713618	active;shared
chr8:85427936	active;shared
chr8:85444232	active;shared
chr8:85512994	active;shared
chr8:86283242	active;shared
chr8:86390036	active;shared
chr8:8639953	active;shared
chr8:86561637	active;shared
chr8:8658102	active;shared
chr8:86921468	active;shared
chr8:86961736	active;shared
chr8:87199918	active;shared
chr8:87219039	active;shared
chr8:87540190	active;shared
chr8:87835513	active;shared
chr8:87953765	active;shared
chr8:88973842	active;shared
chr8:89382766	active;shared
chr8:90862351	active;shared
chr8:90955373	active;shared
chr8:90964185	active;shared
chr8:91330522	active;shared
chr8:91503418	active;shared
chr8:91617702	active;shared
chr8:91865529	active;shared
chr8:91867084	active;shared
chr8:91882274	active;shared
chr8:92071847	active;shared
chr8:92158404	active;shared
chr8:92365719	active;shared
chr8:94266967	active;shared
chr8:95138444	active;shared
chr8:95202311	active;shared
chr8:96288647	active;shared
chr8:97397163	active;shared
chr8:98463567	active;shared
chr9:100942297	active;shared
chr9:102267425	active;shared
chr9:102666721	active;shared
chr9:103574615	active;shared
chr9:103654353	active;shared
chr9:104250929	active;shared
chr9:104337743	active;shared
chr9:106144460	active;shared
chr9:106383469	active;shared
chr9:107932408	active;shared
chr9:108521943	active;shared
chr9:109059764	active;shared
chr9:113793006	active;shared
chr9:115038481	active;shared
chr9:115645242	active;shared
chr9:115688826	active;shared
chr9:115708613	active;shared
chr9:115708924	active;shared
chr9:116948400	active;shared
chr9:120149593	active;shared
chr9:120456127	active;shared
chr9:120681652	active;shared
chr9:121148997	active;shared
chr9:121314154	active;shared
chr9:121870284	active;shared
chr9:123384883	active;shared
chr9:12381493	active;shared
chr9:123851011	active;shared
chr9:15303130	active;shared
chr9:20666037	active;shared
chr9:20681894	active;shared
chr9:20682412	active;shared
chr9:21719214	active;shared
chr9:22707284	active;shared
chr9:22826716	active;shared
chr9:23581397	active;shared
chr9:24878949	active;shared
chr9:24967487	active;shared
chr9:24974574	active;shared
chr9:24974693	active;shared
chr9:26529070	active;shared
chr9:30149685	active;shared
chr9:32685854	active;shared
chr9:32788783	active;shared
chr9:34203475	active;shared
chr9:34965242	active;shared
chr9:37076644	active;shared
chr9:37142404	active;shared
chr9:37454339	active;shared
chr9:40341974	active;shared
chr9:40859040	active;shared
chr9:41970226	active;shared
chr9:42848151	active;shared
chr9:43860580	active;shared
chr9:44398139	active;shared
chr9:45682578	active;shared
chr9:45888784	active;shared
chr9:46037198	active;shared
chr9:46170212	active;shared
chr9:46468527	active;shared
chr9:46890102	active;shared
chr9:47367875	active;shared
chr9:47384427	active;shared
chr9:47755414	active;shared
chr9:47778640	active;shared
chr9:48896058	active;shared
chr9:48916203	active;shared
chr9:49369886	active;shared
chr9:49963343	active;shared
chr9:52369089	active;shared
chr9:52809646	active;shared
chr9:54399274	active;shared
chr9:54752349	active;shared
chr9:54973925	active;shared
chr9:54994631	active;shared
chr9:55067624	active;shared
chr9:56600928	active;shared
chr9:56609702	active;shared
chr9:57152402	active;shared
chr9:57268524	active;shared
chr9:57429839	active;shared
chr9:57812440	active;shared
chr9:57830390	active;shared
chr9:58061163	active;shared
chr9:58113096	active;shared
chr9:58769679	active;shared
chr9:59058475	active;shared
chr9:59939465	active;shared
chr9:59977834	active;shared
chr9:60027395	active;shared
chr9:60866028	active;shared
chr9:61016891	active;shared
chr9:61154993	active;shared
chr9:61381128	active;shared
chr9:61434306	active;shared
chr9:61457299	active;shared
chr9:61468656	active;shared
chr9:61476496	active;shared
chr9:62531767	active;shared
chr9:64523072	active;shared
chr9:64810796	active;shared
chr9:65176301	active;shared
chr9:65267979	active;shared
chr9:65514271	active;shared
chr9:65755987	active;shared
chr9:66587595	active;shared
chr9:66912471	active;shared
chr9:67261091	active;shared
chr9:69384682	active;shared
chr9:69769893	active;shared
chr9:70202580	active;shared
chr9:71307321	active;shared
chr9:71896447	active;shared
chr9:71974926	active;shared
chr9:72421707	active;shared
chr9:72767148	active;shared
chr9:72806291	active;shared
chr9:72871607	active;shared
chr9:72872919	active;shared
chr9:73049158	active;shared
chr9:74871301	active;shared
chr9:77825755	active;shared
chr9:77909687	active;shared
chr9:80076565	active;shared
chr9:80146291	active;shared
chr9:83570954	active;shared
chr9:83643971	active;shared
chr9:83686595	active;shared
chr9:85325735	active;shared
chr9:90125229	active;shared
chr9:9475482	active;shared
chr9:95582302	active;shared
chr9:95613528	active;shared
chr9:95613993	active;shared
chr9:96455836	active;shared
chr9:96459503	active;shared
chr9:96690642	active;shared
chr9:96887861	active;shared
chr9:96888053	active;shared
chr9:97704259	active;shared
chr9:99994567	active;shared
chrUn_JH584304:2072	active;shared
chrX:103026388	active;shared
chrX:105793747	active;shared
chrX:109113719	active;shared
chrX:11250305	active;shared
chrX:117300020	active;shared
chrX:11798070	active;shared
chrX:12225430	active;shared
chrX:12873469	active;shared
chrX:130459861	active;shared
chrX:143654965	active;shared
chrX:152689997	active;shared
chrX:153723422	active;shared
chrX:157214821	active;shared
chrX:20571259	active;shared
chrX:49470844	active;shared
chrX:52753864	active;shared
chrX:52921040	active;shared
chrX:58028272	active;shared
chrX:60940444	active;shared
chrX:6495719	active;shared
chrX:68739358	active;shared
chrX:80008637	active;shared
chrX:85074835	active;shared
chrX:94540720	active;shared
chrX:9471123	active;shared
chrX:98301013	active;shared
chrX:99842331	active;shared
chrY:90805880	active;shared
chr10:100685880	inactive;shared
chr10:102506694	inactive;shared
chr10:102633553	inactive;shared
chr10:102870271	inactive;shared
chr10:103245785	inactive;shared
chr10:10445111	inactive;shared
chr10:104853226	inactive;shared
chr10:105316942	inactive;shared
chr10:105332950	inactive;shared
chr10:105364665	inactive;shared
chr10:105494161	inactive;shared
chr10:105541980	inactive;shared
chr10:105609754	inactive;shared
chr10:105741897	inactive;shared
chr10:107339249	inactive;shared
chr10:107348106	inactive;shared
chr10:107733056	inactive;shared
chr10:108583782	inactive;shared
chr10:109078816	inactive;shared
chr10:109383946	inactive;shared
chr10:109865614	inactive;shared
chr10:109906192	inactive;shared
chr10:111166631	inactive;shared
chr10:111809549	inactive;shared
chr10:111887716	inactive;shared
chr10:111918361	inactive;shared
chr10:111949188	inactive;shared
chr10:112315400	inactive;shared
chr10:112765178	inactive;shared
chr10:113249689	inactive;shared
chr10:113260113	inactive;shared
chr10:113613331	inactive;shared
chr10:114805412	inactive;shared
chr10:115263950	inactive;shared
chr10:11615528	inactive;shared
chr10:118622057	inactive;shared
chr10:119966212	inactive;shared
chr10:119966655	inactive;shared
chr10:120246891	inactive;shared
chr10:123437704	inactive;shared
chr10:123810383	inactive;shared
chr10:124163590	inactive;shared
chr10:125330191	inactive;shared
chr10:126641723	inactive;shared
chr10:126664633	inactive;shared
chr10:12691592	inactive;shared
chr10:12707626	inactive;shared
chr10:130234757	inactive;shared
chr10:130238905	inactive;shared
chr10:130259358	inactive;shared
chr10:13236886	inactive;shared
chr10:14387368	inactive;shared
chr10:14977740	inactive;shared
chr10:14989792	inactive;shared
chr10:15248869	inactive;shared
chr10:15447010	inactive;shared
chr10:16574894	inactive;shared
chr10:17073967	inactive;shared
chr10:19401142	inactive;shared
chr10:19819851	inactive;shared
chr10:19876154	inactive;shared
chr10:20723912	inactive;shared
chr10:22170632	inactive;shared
chr10:22359166	inactive;shared
chr10:22868552	inactive;shared
chr10:23271330	inactive;shared
chr10:23435979	inactive;shared
chr10:23898687	inactive;shared
chr10:23988031	inactive;shared
chr10:24002578	inactive;shared
chr10:24260003	inactive;shared
chr10:24260339	inactive;shared
chr10:25082904	inactive;shared
chr10:25285824	inactive;shared
chr10:27027969	inactive;shared
chr10:27507553	inactive;shared
chr10:28422901	inactive;shared
chr10:29661959	inactive;shared
chr10:29871797	inactive;shared
chr10:30093076	inactive;shared
chr10:30846794	inactive;shared
chr10:31381496	inactive;shared
chr10:32209112	inactive;shared
chr10:32862899	inactive;shared
chr10:32870821	inactive;shared
chr10:36202948	inactive;shared
chr10:36310630	inactive;shared
chr10:36385206	inactive;shared
chr10:37101564	inactive;shared
chr10:37101930	inactive;shared
chr10:37375769	inactive;shared
chr10:37463246	inactive;shared
chr10:38358041	inactive;shared
chr10:39484599	inactive;shared
chr10:41652620	inactive;shared
chr10:43116061	inactive;shared
chr10:44846215	inactive;shared
chr10:45025479	inactive;shared
chr10:45500575	inactive;shared
chr10:46221742	inactive;shared
chr10:49131490	inactive;shared
chr10:50671752	inactive;shared
chr10:50834184	inactive;shared
chr10:52916619	inactive;shared
chr10:53365036	inactive;shared
chr10:53961210	inactive;shared
chr10:53964437	inactive;shared
chr10:5437581	inactive;shared
chr10:54766796	inactive;shared
chr10:54812049	inactive;shared
chr10:56920125	inactive;shared
chr10:57338291	inactive;shared
chr10:58383020	inactive;shared
chr10:58385797	inactive;shared
chr10:58847111	inactive;shared
chr10:58935710	inactive;shared
chr10:59644719	inactive;shared
chr10:61538628	inactive;shared
chr10:62307834	inactive;shared
chr10:6262281	inactive;shared
chr10:63838926	inactive;shared
chr10:6529011	inactive;shared
chr10:65964075	inactive;shared
chr10:67560010	inactive;shared
chr10:68103616	inactive;shared
chr10:68670589	inactive;shared
chr10:69790853	inactive;shared
chr10:7262378	inactive;shared
chr10:74339475	inactive;shared
chr10:76795851	inactive;shared
chr10:8056229	inactive;shared
chr10:84564539	inactive;shared
chr10:84657951	inactive;shared
chr10:84960748	inactive;shared
chr10:86059397	inactive;shared
chr10:87542653	inactive;shared
chr10:88996280	inactive;shared
chr10:89075587	inactive;shared
chr10:90525218	inactive;shared
chr10:91613363	inactive;shared
chr10:92081502	inactive;shared
chr10:92243177	inactive;shared
chr10:92405181	inactive;shared
chr10:92907545	inactive;shared
chr10:95587629	inactive;shared
chr10:96826316	inactive;shared
chr10:96929483	inactive;shared
chr10:98136206	inactive;shared
chr10:98578936	inactive;shared
chr10:98709111	inactive;shared
chr10:98766599	inactive;shared
chr10:98904063	inactive;shared
chr10:99238801	inactive;shared
chr10:99359690	inactive;shared
chr10:99574225	inactive;shared
chr10:99681209	inactive;shared
chr1:102170818	inactive;shared
chr1:10217576	inactive;shared
chr1:103334004	inactive;shared
chr1:104049299	inactive;shared
chr1:104957230	inactive;shared
chr1:105444438	inactive;shared
chr1:107512794	inactive;shared
chr1:10794391	inactive;shared
chr11:100438315	inactive;shared
chr11:102536473	inactive;shared
chr11:104035172	inactive;shared
chr11:105698130	inactive;shared
chr11:105723009	inactive;shared
chr11:106024277	inactive;shared
chr11:106981988	inactive;shared
chr11:107720992	inactive;shared
chr11:108009027	inactive;shared
chr1:111071146	inactive;shared
chr11:111483838	inactive;shared
chr11:111821141	inactive;shared
chr11:112526982	inactive;shared
chr11:113057216	inactive;shared
chr11:113529149	inactive;shared
chr11:114171864	inactive;shared
chr11:114488370	inactive;shared
chr11:11527699	inactive;shared
chr11:12073935	inactive;shared
chr11:121110089	inactive;shared
chr1:114528727	inactive;shared
chr1:115919591	inactive;shared
chr1:116056824	inactive;shared
chr11:18069924	inactive;shared
chr11:18883326	inactive;shared
chr11:18937199	inactive;shared
chr11:19093522	inactive;shared
chr11:19464428	inactive;shared
chr1:120345121	inactive;shared
chr1:120513396	inactive;shared
chr11:20712477	inactive;shared
chr11:20866705	inactive;shared
chr11:20922146	inactive;shared
chr11:21039831	inactive;shared
chr1:121051426	inactive;shared
chr1:121051585	inactive;shared
chr11:21713737	inactive;shared
chr11:22017626	inactive;shared
chr11:22763273	inactive;shared
chr11:24016258	inactive;shared
chr1:12415253	inactive;shared
chr11:24363892	inactive;shared
chr11:24427946	inactive;shared
chr11:24481113	inactive;shared
chr11:25063314	inactive;shared
chr1:126076359	inactive;shared
chr1:126365830	inactive;shared
chr1:126539037	inactive;shared
chr11:26931916	inactive;shared
chr1:127001675	inactive;shared
chr1:127535729	inactive;shared
chr1:12776286	inactive;shared
chr1:127863953	inactive;shared
chr1:128759224	inactive;shared
chr1:128817422	inactive;shared
chr1:128950919	inactive;shared
chr1:129488046	inactive;shared
chr1:129780703	inactive;shared
chr11:29924354	inactive;shared
chr1:131343326	inactive;shared
chr1:131436062	inactive;shared
chr1:131487001	inactive;shared
chr1:131791541	inactive;shared
chr11:31861667	inactive;shared
chr1:132001051	inactive;shared
chr1:132430998	inactive;shared
chr11:33742069	inactive;shared
chr11:33769361	inactive;shared
chr11:34139536	inactive;shared
chr11:34330923	inactive;shared
chr11:34407207	inactive;shared
chr11:34931337	inactive;shared
chr11:35143043	inactive;shared
chr11:35247121	inactive;shared
chr11:35496803	inactive;shared
chr11:35496912	inactive;shared
chr11:35527985	inactive;shared
chr11:35612566	inactive;shared
chr1:136354880	inactive;shared
chr11:36624074	inactive;shared
chr11:36746505	inactive;shared
chr11:37111333	inactive;shared
chr11:37153908	inactive;shared
chr1:137201744	inactive;shared
chr11:37340608	inactive;shared
chr11:37379355	inactive;shared
chr11:37425065	inactive;shared
chr1:137973528	inactive;shared
chr11:38067927	inactive;shared
chr1:138405403	inactive;shared
chr11:38774295	inactive;shared
chr11:38938651	inactive;shared
chr11:39517240	inactive;shared
chr1:140385400	inactive;shared
chr11:40510607	inactive;shared
chr11:40711330	inactive;shared
chr1:140748146	inactive;shared
chr11:40850694	inactive;shared
chr1:141362017	inactive;shared
chr11:41425269	inactive;shared
chr1:14234326	inactive;shared
chr11:42755055	inactive;shared
chr11:43236592	inactive;shared
chr1:143828178	inactive;shared
chr1:143915251	inactive;shared
chr1:143961673	inactive;shared
chr11:44003157	inactive;shared
chr11:44369502	inactive;shared
chr11:44369800	inactive;shared
chr1:144498881	inactive;shared
chr1:144544759	inactive;shared
chr11:44882669	inactive;shared
chr1:144897044	inactive;shared
chr11:44978126	inactive;shared
chr11:44984347	inactive;shared
chr11:44993852	inactive;shared
chr11:45021468	inactive;shared
chr1:14509875	inactive;shared
chr11:45254810	inactive;shared
chr11:45402747	inactive;shared
chr11:45515426	inactive;shared
chr11:45568051	inactive;shared
chr11:45910896	inactive;shared
chr11:46361829	inactive;shared
chr1:147107205	inactive;shared
chr1:147144310	inactive;shared
chr11:47247942	inactive;shared
chr11:47264666	inactive;shared
chr11:47521078	inactive;shared
chr11:47695886	inactive;shared
chr1:148797330	inactive;shared
chr1:149546290	inactive;shared
chr11:49925024	inactive;shared
chr11:49932119	inactive;shared
chr11:50437665	inactive;shared
chr1:150706240	inactive;shared
chr11:50842648	inactive;shared
chr1:150990172	inactive;shared
chr1:151586071	inactive;shared
chr1:151939245	inactive;shared
chr11:51954064	inactive;shared
chr11:52641245	inactive;shared
chr11:52646162	inactive;shared
chr11:52646289	inactive;shared
chr11:53136466	inactive;shared
chr1:153146782	inactive;shared
chr11:55355098	inactive;shared
chr11:5566802	inactive;shared
chr1:156183735	inactive;shared
chr11:56338658	inactive;shared
chr1:156870759	inactive;shared
chr11:57004769	inactive;shared
chr11:57030666	inactive;shared
chr11:57339536	inactive;shared
chr11:57396714	inactive;shared
chr11:57478180	inactive;shared
chr1:157802310	inactive;shared
chr1:157873037	inactive;shared
chr1:157969764	inactive;shared
chr1:158130726	inactive;shared
chr11:58244001	inactive;shared
chr1:158391047	inactive;shared
chr1:158454786	inactive;shared
chr1:158501426	inactive;shared
chr1:158531497	inactive;shared
chr1:159570697	inactive;shared
chr1:159578153	inactive;shared
chr1:159840553	inactive;shared
chr1:159848684	inactive;shared
chr1:160042534	inactive;shared
chr11:61803568	inactive;shared
chr11:62155154	inactive;shared
chr1:162437061	inactive;shared
chr1:162746803	inactive;shared
chr1:162839990	inactive;shared
chr11:62983771	inactive;shared
chr11:63119380	inactive;shared
chr11:63778108	inactive;shared
chr11:64022871	inactive;shared
chr11:64024099	inactive;shared
chr11:64540547	inactive;shared
chr11:64663565	inactive;shared
chr11:64667789	inactive;shared
chr11:65622543	inactive;shared
chr11:65768037	inactive;shared
chr11:65877499	inactive;shared
chr11:65880383	inactive;shared
chr11:65918711	inactive;shared
chr1:165981339	inactive;shared
chr11:66535354	inactive;shared
chr11:67077704	inactive;shared
chr1:167194935	inactive;shared
chr1:167468232	inactive;shared
chr11:67512269	inactive;shared
chr11:67890933	inactive;shared
chr11:68043695	inactive;shared
chr1:168487692	inactive;shared
chr1:168543415	inactive;shared
chr1:168924199	inactive;shared
chr1:169138747	inactive;shared
chr1:17023462	inactive;shared
chr11:71551504	inactive;shared
chr11:71636959	inactive;shared
chr1:17167294	inactive;shared
chr11:71792799	inactive;shared
chr11:71812055	inactive;shared
chr1:172779487	inactive;shared
chr1:172917049	inactive;shared
chr1:172931120	inactive;shared
chr1:173328612	inactive;shared
chr1:175336373	inactive;shared
chr1:175415960	inactive;shared
chr1:175416332	inactive;shared
chr1:175431855	inactive;shared
chr1:176000834	inactive;shared
chr1:176026629	inactive;shared
chr11:76190826	inactive;shared
chr1:176328101	inactive;shared
chr1:177148020	inactive;shared
chr1:177373606	inactive;shared
chr1:178518023	inactive;shared
chr1:178616799	inactive;shared
chr11:78816328	inactive;shared
chr11:80589631	inactive;shared
chr11:81270708	inactive;shared
chr11:81381586	inactive;shared
chr1:182250801	inactive;shared
chr1:182618707	inactive;shared
chr1:182668248	inactive;shared
chr11:82745867	inactive;shared
chr11:82863589	inactive;shared
chr1:183118225	inactive;shared
chr1:183367271	inactive;shared
chr1:183769875	inactive;shared
chr11:84306404	inactive;shared
chr11:84396189	inactive;shared
chr11:84397253	inactive;shared
chr11:84681361	inactive;shared
chr1:184708288	inactive;shared
chr11:85396340	inactive;shared
chr11:85466870	inactive;shared
chr1:185880808	inactive;shared
chr1:185920918	inactive;shared
chr1:186217414	inactive;shared
chr1:186634282	inactive;shared
chr11:86852077	inactive;shared
chr11:86852558	inactive;shared
chr1:186889520	inactive;shared
chr1:187879204	inactive;shared
chr1:188030490	inactive;shared
chr1:188036284	inactive;shared
chr1:188732382	inactive;shared
chr1:188943093	inactive;shared
chr1:189402924	inactive;shared
chr1:189437195	inactive;shared
chr1:189478641	inactive;shared
chr11:89766006	inactive;shared
chr1:190018229	inactive;shared
chr1:190220574	inactive;shared
chr11:90259295	inactive;shared
chr1:190347880	inactive;shared
chr1:190654548	inactive;shared
chr11:91128181	inactive;shared
chr11:91423167	inactive;shared
chr1:192060646	inactive;shared
chr1:192135475	inactive;shared
chr1:19287840	inactive;shared
chr11:93020892	inactive;shared
chr1:193662727	inactive;shared
chr1:193729444	inactive;shared
chr11:94018008	inactive;shared
chr1:194102838	inactive;shared
chr1:194130708	inactive;shared
chr1:194161247	inactive;shared
chr1:194302930	inactive;shared
chr1:194360236	inactive;shared
chr11:94464924	inactive;shared
chr1:194492142	inactive;shared
chr11:96059232	inactive;shared
chr11:96594332	inactive;shared
chr12:102529216	inactive;shared
chr12:102549509	inactive;shared
chr12:103226630	inactive;shared
chr12:104165448	inactive;shared
chr12:104514806	inactive;shared
chr12:106300549	inactive;shared
chr12:116479551	inactive;shared
chr12:117696915	inactive;shared
chr12:117994692	inactive;shared
chr12:118404351	inactive;shared
chr12:119881956	inactive;shared
chr12:12434656	inactive;shared
chr12:15043512	inactive;shared
chr12:16046067	inactive;shared
chr12:16075585	inactive;shared
chr12:16269409	inactive;shared
chr12:17049220	inactive;shared
chr1:22410773	inactive;shared
chr12:25332695	inactive;shared
chr12:25805145	inactive;shared
chr12:25991297	inactive;shared
chr12:26075944	inactive;shared
chr12:26621054	inactive;shared
chr12:26734584	inactive;shared
chr12:27054268	inactive;shared
chr12:27647114	inactive;shared
chr12:28060064	inactive;shared
chr12:29576406	inactive;shared
chr12:31905918	inactive;shared
chr12:31983524	inactive;shared
chr12:32054799	inactive;shared
chr12:32066294	inactive;shared
chr12:32170468	inactive;shared
chr12:32403207	inactive;shared
chr12:33927869	inactive;shared
chr12:34421757	inactive;shared
chr12:34880536	inactive;shared
chr12:34884996	inactive;shared
chr12:35170348	inactive;shared
chr12:3542140	inactive;shared
chr12:36066069	inactive;shared
chr1:23686262	inactive;shared
chr12:37588606	inactive;shared
chr12:37988070	inactive;shared
chr12:38303966	inactive;shared
chr12:38435433	inactive;shared
chr12:38435785	inactive;shared
chr12:40073834	inactive;shared
chr12:40577142	inactive;shared
chr12:40901245	inactive;shared
chr12:40988865	inactive;shared
chr12:4114574	inactive;shared
chr12:41307164	inactive;shared
chr12:41309284	inactive;shared
chr12:41315975	inactive;shared
chr12:41842859	inactive;shared
chr12:4334666	inactive;shared
chr1:24335444	inactive;shared
chr12:43521347	inactive;shared
chr12:43877388	inactive;shared
chr12:44390778	inactive;shared
chr12:44403901	inactive;shared
chr12:44457423	inactive;shared
chr12:44638391	inactive;shared
chr12:45020168	inactive;shared
chr12:45514332	inactive;shared
chr12:45563485	inactive;shared
chr12:46417254	inactive;shared
chr12:46782448	inactive;shared
chr12:46961121	inactive;shared
chr12:50122360	inactive;shared
chr12:50634749	inactive;shared
chr12:51002225	inactive;shared
chr12:51285045	inactive;shared
chr12:51571295	inactive;shared
chr12:52704953	inactive;shared
chr12:52822603	inactive;shared
chr12:52939007	inactive;shared
chr12:52976236	inactive;shared
chr12:53605867	inactive;shared
chr12:53915629	inactive;shared
chr12:53916000	inactive;shared
chr12:54050172	inactive;shared
chr12:5551940	inactive;shared
chr12:55620458	inactive;shared
chr12:5565657	inactive;shared
chr12:55897623	inactive;shared
chr12:55926899	inactive;shared
chr12:56876304	inactive;shared
chr12:57031402	inactive;shared
chr12:57076886	inactive;shared
chr12:57281822	inactive;shared
chr12:5764969	inactive;shared
chr12:5808780	inactive;shared
chr12:59569286	inactive;shared
chr12:6053232	inactive;shared
chr12:6088264	inactive;shared
chr12:62225975	inactive;shared
chr12:6262802	inactive;shared
chr12:63406144	inactive;shared
chr12:6462671	inactive;shared
chr12:65389738	inactive;shared
chr12:68210047	inactive;shared
chr12:68346780	inactive;shared
chr12:68355620	inactive;shared
chr12:70525462	inactive;shared
chr12:72093293	inactive;shared
chr12:72234770	inactive;shared
chr12:72304808	inactive;shared
chr12:74218853	inactive;shared
chr12:74231567	inactive;shared
chr12:75032652	inactive;shared
chr12:75235691	inactive;shared
chr12:75281903	inactive;shared
chr12:75424096	inactive;shared
chr12:75426074	inactive;shared
chr12:76519535	inactive;shared
chr12:76624679	inactive;shared
chr12:76721645	inactive;shared
chr12:77300950	inactive;shared
chr12:77728154	inactive;shared
chr12:78644101	inactive;shared
chr12:78950446	inactive;shared
chr12:79353072	inactive;shared
chr12:79382005	inactive;shared
chr12:79382300	inactive;shared
chr12:79575114	inactive;shared
chr12:80493960	inactive;shared
chr12:80494284	inactive;shared
chr12:80971973	inactive;shared
chr12:81002959	inactive;shared
chr12:81003494	inactive;shared
chr12:8141285	inactive;shared
chr12:82861245	inactive;shared
chr12:83168904	inactive;shared
chr12:84351097	inactive;shared
chr12:86371184	inactive;shared
chr12:86604577	inactive;shared
chr12:86698115	inactive;shared
chr12:88900555	inactive;shared
chr12:89974922	inactive;shared
chr12:90746148	inactive;shared
